gameid,tourneyid,tie,winnerid,winnername,winnerscore,winneroldrating,winnernewrating,winnerpos,loserid,losername,loserscore,loseroldrating,losernewrating,loserpos,round,division,date,lexicon,year
451729,1590,0,3371,Wendy Littman,0,1664,1639,21,7431,John D Williams,0,1415,1411,31,11,1,1994-03-11,0,1994
451730,1590,0,3371,Wendy Littman,0,1664,1639,21,2162,Arline Silverman,0,1550,1534,26,12,1,1994-03-11,0,1994
451731,1590,0,3771,Jennifer Hildebrant,0,1298,1395,1,7438,Sylvia Altman,0,969,937,20,1,2,1994-03-11,0,1994
451732,1590,0,3771,Jennifer Hildebrant,0,1298,1395,1,661,Dorothy Siegel,0,1120,1079,16,2,2,1994-03-11,0,1994
451733,1590,0,3771,Jennifer Hildebrant,0,1298,1395,1,2283,Erna Beckles,0,1274,1240,11,3,2,1994-03-11,0,1994
451734,1590,0,3771,Jennifer Hildebrant,0,1298,1395,1,5537,Anne Commerford,0,1240,1215,8,6,2,1994-03-11,0,1994
451735,1590,0,3771,Jennifer Hildebrant,0,1298,1395,1,2283,Erna Beckles,0,1274,1240,11,7,2,1994-03-11,0,1994
451736,1590,0,3771,Jennifer Hildebrant,0,1298,1395,1,3186,Stacia Camp,0,1082,1051,22,8,2,1994-03-11,0,1994
451737,1590,0,3771,Jennifer Hildebrant,0,1298,1395,1,95,Glenn Filzer,0,1238,1247,4,9,2,1994-03-11,0,1994
451738,1590,0,3771,Jennifer Hildebrant,0,1298,1395,1,4428,Jean Lithgow,0,1285,1309,2,10,2,1994-03-11,0,1994
451739,1590,0,3771,Jennifer Hildebrant,0,1298,1395,1,3828,Ilene Heller,0,1222,1245,7,11,2,1994-03-11,0,1994
451740,1590,0,3771,Jennifer Hildebrant,0,1298,1395,1,4428,Jean Lithgow,0,1285,1309,2,12,2,1994-03-11,0,1994
451741,1590,0,3827,Deborah Rapaport,0,1070,1311,3,4479,Donna Lent,0,769,795,23,1,2,1994-03-11,0,1994
451742,1590,0,3827,Deborah Rapaport,0,1070,1311,3,4428,Jean Lithgow,0,1285,1309,2,2,2,1994-03-11,0,1994
451743,1590,0,3827,Deborah Rapaport,0,1070,1311,3,2063,Marjorie Bash,0,1183,1125,13,3,2,1994-03-11,0,1994
451744,1590,0,3827,Deborah Rapaport,0,1070,1311,3,5537,Anne Commerford,0,1240,1215,8,4,2,1994-03-11,0,1994
451745,1590,0,3827,Deborah Rapaport,0,1070,1311,3,3771,Jennifer Hildebrant,0,1298,1395,1,5,2,1994-03-11,0,1994
451746,1590,0,3827,Deborah Rapaport,0,1070,1311,3,4433,Concepta Siembab,0,1313,1307,5,6,2,1994-03-11,0,1994
451747,1590,0,3827,Deborah Rapaport,0,1070,1311,3,6382,Walt Bellcourt,0,0,1004,17,7,2,1994-03-11,0,1994
451748,1590,0,3827,Deborah Rapaport,0,1070,1311,3,615,Marie Puma,0,1230,1208,10,9,2,1994-03-11,0,1994
451749,1590,0,3827,Deborah Rapaport,0,1070,1311,3,4433,Concepta Siembab,0,1313,1307,5,12,2,1994-03-11,0,1994
451750,1590,0,3828,Ilene Heller,0,1222,1245,7,4433,Concepta Siembab,0,1313,1307,5,1,2,1994-03-11,0,1994
451751,1590,0,3828,Ilene Heller,0,1222,1245,7,3186,Stacia Camp,0,1082,1051,22,2,2,1994-03-11,0,1994
451752,1590,0,3828,Ilene Heller,0,1222,1245,7,7468,Ralph Jackson,0,822,855,19,3,2,1994-03-11,0,1994
451753,1590,0,3828,Ilene Heller,0,1222,1245,7,4484,Vi Ditommaso,0,1107,1131,9,4,2,1994-03-11,0,1994
451754,1590,0,3828,Ilene Heller,0,1222,1245,7,615,Marie Puma,0,1230,1208,10,7,2,1994-03-11,0,1994
451755,1590,0,3828,Ilene Heller,0,1222,1245,7,3827,Deborah Rapaport,0,1070,1311,3,8,2,1994-03-11,0,1994
451756,1590,0,3828,Ilene Heller,0,1222,1245,7,6382,Walt Bellcourt,0,0,1004,17,9,2,1994-03-11,0,1994
451757,1590,0,3828,Ilene Heller,0,1222,1245,7,3827,Deborah Rapaport,0,1070,1311,3,10,2,1994-03-11,0,1994
451758,1590,0,3963,Joan Perico,0,892,893,18,5853,Ruby Turner,0,945,958,12,4,2,1994-03-11,0,1994
451759,1590,0,3963,Joan Perico,0,892,893,18,7470,Eva Fisher,0,0,623,25,5,2,1994-03-11,0,1994
451760,1590,0,3963,Joan Perico,0,892,893,18,7437,Ed Tischler,0,1094,1087,15,7,2,1994-03-11,0,1994
451761,1590,0,3963,Joan Perico,0,892,893,18,7439,Herb Greenberg,0,866,860,21,10,2,1994-03-11,0,1994
451762,1590,0,3963,Joan Perico,0,892,893,18,4479,Donna Lent,0,769,795,23,12,2,1994-03-11,0,1994
451763,1590,0,4001,James Guillot,0,1712,1700,22,4435,Jerry Mory,0,1340,1357,30,2,1,1994-03-11,0,1994
451764,1590,0,4001,James Guillot,0,1712,1700,22,58,Sal Piro,0,1592,1566,23,3,1,1994-03-11,0,1994
451765,1590,0,4001,James Guillot,0,1712,1700,22,2472,Annette Tedesco,0,1639,1674,15,6,1,1994-03-11,0,1994
451766,1590,0,4001,James Guillot,0,1712,1700,22,5676,Rhoda Squires,0,1642,1591,29,7,1,1994-03-11,0,1994
451767,1590,0,4001,James Guillot,0,1712,1700,22,5676,Rhoda Squires,0,1642,1591,29,11,1,1994-03-11,0,1994
451768,1590,0,4241,Ed Ugarte,0,1435,1489,20,7002,Mike Martin,0,1662,1603,25,2,1,1994-03-11,0,1994
451769,1590,0,4241,Ed Ugarte,0,1435,1489,20,1112,Mary Capalbi,0,1639,1641,13,4,1,1994-03-11,0,1994
451770,1590,0,4241,Ed Ugarte,0,1435,1489,20,88,Phil Polsky,0,1680,1569,34,5,1,1994-03-11,0,1994
451771,1590,0,4241,Ed Ugarte,0,1435,1489,20,85,Tom Kelly,0,1639,1620,18,7,1,1994-03-11,0,1994
451772,1590,0,4241,Ed Ugarte,0,1435,1489,20,629,Lois Kahan,0,1370,1411,27,8,1,1994-03-11,0,1994
451773,1590,0,4241,Ed Ugarte,0,1435,1489,20,7002,Mike Martin,0,1662,1603,25,10,1,1994-03-11,0,1994
451774,1590,0,4428,Jean Lithgow,0,1285,1309,2,2063,Marjorie Bash,0,1183,1125,13,1,2,1994-03-11,0,1994
451775,1590,0,4428,Jean Lithgow,0,1285,1309,2,4479,Donna Lent,0,769,795,23,3,2,1994-03-11,0,1994
451776,1590,0,4428,Jean Lithgow,0,1285,1309,2,120,Marty Fialkow,0,1063,1120,6,4,2,1994-03-11,0,1994
451777,1590,0,4428,Jean Lithgow,0,1285,1309,2,615,Marie Puma,0,1230,1208,10,5,2,1994-03-11,0,1994
451778,1590,0,4428,Jean Lithgow,0,1285,1309,2,7437,Ed Tischler,0,1094,1087,15,6,2,1994-03-11,0,1994
451779,1590,0,4428,Jean Lithgow,0,1285,1309,2,4484,Vi Ditommaso,0,1107,1131,9,7,2,1994-03-11,0,1994
451780,1590,0,4428,Jean Lithgow,0,1285,1309,2,4433,Concepta Siembab,0,1313,1307,5,8,2,1994-03-11,0,1994
451781,1590,0,4428,Jean Lithgow,0,1285,1309,2,7439,Herb Greenberg,0,866,860,21,9,2,1994-03-11,0,1994
451782,1590,0,4428,Jean Lithgow,0,1285,1309,2,3827,Deborah Rapaport,0,1070,1311,3,11,2,1994-03-11,0,1994
451783,1590,0,4433,Concepta Siembab,0,1313,1307,5,7468,Ralph Jackson,0,822,855,19,2,2,1994-03-11,0,1994
451784,1590,0,4433,Concepta Siembab,0,1313,1307,5,3186,Stacia Camp,0,1082,1051,22,3,2,1994-03-11,0,1994
451785,1590,0,4433,Concepta Siembab,0,1313,1307,5,3771,Jennifer Hildebrant,0,1298,1395,1,4,2,1994-03-11,0,1994
451786,1590,0,4433,Concepta Siembab,0,1313,1307,5,5537,Anne Commerford,0,1240,1215,8,5,2,1994-03-11,0,1994
451787,1590,0,4433,Concepta Siembab,0,1313,1307,5,7439,Herb Greenberg,0,866,860,21,7,2,1994-03-11,0,1994
451788,1590,0,4433,Concepta Siembab,0,1313,1307,5,4484,Vi Ditommaso,0,1107,1131,9,9,2,1994-03-11,0,1994
451789,1590,0,4433,Concepta Siembab,0,1313,1307,5,615,Marie Puma,0,1230,1208,10,10,2,1994-03-11,0,1994
451790,1590,0,4433,Concepta Siembab,0,1313,1307,5,120,Marty Fialkow,0,1063,1120,6,11,2,1994-03-11,0,1994
451791,1590,0,4435,Jerry Mory,0,1340,1357,30,88,Phil Polsky,0,1680,1569,34,4,1,1994-03-11,0,1994
451792,1590,0,4435,Jerry Mory,0,1340,1357,30,4241,Ed Ugarte,0,1435,1489,20,6,1,1994-03-11,0,1994
451793,1590,0,4435,Jerry Mory,0,1340,1357,30,82,Sally Ricketts,0,1390,1347,36,11,1,1994-03-11,0,1994
451794,1590,0,4435,Jerry Mory,0,1340,1357,30,134,Nancy Okolsky,0,1345,1375,33,12,1,1994-03-11,0,1994
451795,1590,0,4476,Charlotte Tischler,0,1480,1525,19,620,Steve Sikorski,0,1333,1373,24,1,1,1994-03-11,0,1994
451796,1590,0,4476,Charlotte Tischler,0,1480,1525,19,242,Verna Richards Berg,0,1827,1827,9,2,1,1994-03-11,0,1994
451797,1590,0,4476,Charlotte Tischler,0,1480,1525,19,7461,Micheal Erde,0,1505,1614,16,5,1,1994-03-11,0,1994
451798,1590,0,4476,Charlotte Tischler,0,1480,1525,19,134,Nancy Okolsky,0,1345,1375,33,8,1,1994-03-11,0,1994
451799,1590,0,4476,Charlotte Tischler,0,1480,1525,19,1112,Mary Capalbi,0,1639,1641,13,9,1,1994-03-11,0,1994
451800,1590,0,4476,Charlotte Tischler,0,1480,1525,19,7002,Mike Martin,0,1662,1603,25,12,1,1994-03-11,0,1994
451801,1590,0,4479,Donna Lent,0,769,795,23,3186,Stacia Camp,0,1082,1051,22,6,2,1994-03-11,0,1994
451802,1590,0,4479,Donna Lent,0,769,795,23,7438,Sylvia Altman,0,969,937,20,7,2,1994-03-11,0,1994
451803,1590,0,4479,Donna Lent,0,769,795,23,7471,Fred Fisher,0,0,616,26,10,2,1994-03-11,0,1994
451804,1590,0,4479,Donna Lent,0,769,795,23,7470,Eva Fisher,0,0,623,25,11,2,1994-03-11,0,1994
451805,1590,0,4484,Vi Ditommaso,0,1107,1131,9,7470,Eva Fisher,0,0,623,25,1,2,1994-03-11,0,1994
451806,1590,0,4484,Vi Ditommaso,0,1107,1131,9,7471,Fred Fisher,0,0,616,26,2,2,1994-03-11,0,1994
451807,1590,0,4484,Vi Ditommaso,0,1107,1131,9,6382,Walt Bellcourt,0,0,1004,17,3,2,1994-03-11,0,1994
451808,1590,0,4484,Vi Ditommaso,0,1107,1131,9,95,Glenn Filzer,0,1238,1247,4,6,2,1994-03-11,0,1994
451809,1590,0,4484,Vi Ditommaso,0,1107,1131,9,7439,Herb Greenberg,0,866,860,21,8,2,1994-03-11,0,1994
451810,1590,0,4484,Vi Ditommaso,0,1107,1131,9,2063,Marjorie Bash,0,1183,1125,13,10,2,1994-03-11,0,1994
451811,1590,0,4484,Vi Ditommaso,0,1107,1131,9,2283,Erna Beckles,0,1274,1240,11,11,2,1994-03-11,0,1994
451812,1590,0,5537,Anne Commerford,0,1240,1215,8,7469,Ben Nunez,0,0,703,24,2,2,1994-03-11,0,1994
451813,1590,0,5537,Anne Commerford,0,1240,1215,8,5853,Ruby Turner,0,945,958,12,3,2,1994-03-11,0,1994
451814,1590,0,5537,Anne Commerford,0,1240,1215,8,7437,Ed Tischler,0,1094,1087,15,8,2,1994-03-11,0,1994
451815,1590,0,5537,Anne Commerford,0,1240,1215,8,3963,Joan Perico,0,892,893,18,9,2,1994-03-11,0,1994
451816,1590,0,5537,Anne Commerford,0,1240,1215,8,7437,Ed Tischler,0,1094,1087,15,10,2,1994-03-11,0,1994
451817,1590,0,5537,Anne Commerford,0,1240,1215,8,6382,Walt Bellcourt,0,0,1004,17,11,2,1994-03-11,0,1994
451818,1590,0,5537,Anne Commerford,0,1240,1215,8,2283,Erna Beckles,0,1274,1240,11,12,2,1994-03-11,0,1994
451819,1590,0,5853,Ruby Turner,0,945,958,12,7469,Ben Nunez,0,0,703,24,1,2,1994-03-11,0,1994
451820,1590,0,5853,Ruby Turner,0,945,958,12,7469,Ben Nunez,0,0,703,24,6,2,1994-03-11,0,1994
451821,1590,0,5853,Ruby Turner,0,945,958,12,7470,Eva Fisher,0,0,623,25,7,2,1994-03-11,0,1994
451822,1590,0,5853,Ruby Turner,0,945,958,12,7466,Marguarita Nunez,0,0,969,14,8,2,1994-03-11,0,1994
451823,1590,0,5853,Ruby Turner,0,945,958,12,661,Dorothy Siegel,0,1120,1079,16,9,2,1994-03-11,0,1994
451824,1590,0,5853,Ruby Turner,0,945,958,12,2063,Marjorie Bash,0,1183,1125,13,11,2,1994-03-11,0,1994
451825,1590,0,6382,Walt Bellcourt,0,0,1004,17,7439,Herb Greenberg,0,866,860,21,1,2,1994-03-11,0,1994
451826,1590,0,6382,Walt Bellcourt,0,0,1004,17,2063,Marjorie Bash,0,1183,1125,13,4,2,1994-03-11,0,1994
451827,1590,0,6382,Walt Bellcourt,0,0,1004,17,7468,Ralph Jackson,0,822,855,19,5,2,1994-03-11,0,1994
451828,1590,0,6382,Walt Bellcourt,0,0,1004,17,7471,Fred Fisher,0,0,616,26,6,2,1994-03-11,0,1994
451829,1590,0,6382,Walt Bellcourt,0,0,1004,17,3186,Stacia Camp,0,1082,1051,22,10,2,1994-03-11,0,1994
451830,1590,0,6558,Lee Cooper,0,1449,1464,32,2162,Arline Silverman,0,1550,1534,26,1,1,1994-03-11,0,1994
451831,1590,0,6558,Lee Cooper,0,1449,1464,32,3371,Wendy Littman,0,1664,1639,21,2,1,1994-03-11,0,1994
451832,1590,0,6558,Lee Cooper,0,1449,1464,32,58,Sal Piro,0,1592,1566,23,7,1,1994-03-11,0,1994
451833,1590,0,6558,Lee Cooper,0,1449,1464,32,88,Phil Polsky,0,1680,1569,34,12,1,1994-03-11,0,1994
451834,1590,0,7002,Mike Martin,0,1662,1603,25,6367,Phyllis Schaeffer,0,1270,1268,37,1,1,1994-03-11,0,1994
451835,1590,0,7002,Mike Martin,0,1662,1603,25,676,Siri Tillekeratne,0,1754,1724,11,3,1,1994-03-11,0,1994
451836,1590,0,7002,Mike Martin,0,1662,1603,25,4476,Charlotte Tischler,0,1480,1525,19,4,1,1994-03-11,0,1994
451837,1590,0,7002,Mike Martin,0,1662,1603,25,629,Lois Kahan,0,1370,1411,27,7,1,1994-03-11,0,1994
451838,1590,0,7002,Mike Martin,0,1662,1603,25,4241,Ed Ugarte,0,1435,1489,20,9,1,1994-03-11,0,1994
451839,1590,0,10779,John E Meyers,0,1717,1675,28,206,Hilda Siegel,0,1402,1383,35,2,1,1994-03-11,0,1994
451840,1590,0,10779,John E Meyers,0,1717,1675,28,1112,Mary Capalbi,0,1639,1641,13,3,1,1994-03-11,0,1994
451841,1590,0,10779,John E Meyers,0,1717,1675,28,206,Hilda Siegel,0,1402,1383,35,7,1,1994-03-11,0,1994
451842,1590,0,10779,John E Meyers,0,1717,1675,28,82,Sally Ricketts,0,1390,1347,36,8,1,1994-03-11,0,1994
451843,1590,0,10779,John E Meyers,0,1717,1675,28,3371,Wendy Littman,0,1664,1639,21,9,1,1994-03-11,0,1994
451844,1590,0,7431,John D Williams,0,1415,1411,31,941,Louis Schecter,0,2028,2023,2,3,1,1994-03-11,0,1994
451845,1590,0,7431,John D Williams,0,1415,1411,31,4435,Jerry Mory,0,1340,1357,30,8,1,1994-03-11,0,1994
451846,1590,0,7431,John D Williams,0,1415,1411,31,620,Steve Sikorski,0,1333,1373,24,9,1,1994-03-11,0,1994
451847,1590,0,7431,John D Williams,0,1415,1411,31,6558,Lee Cooper,0,1449,1464,32,10,1,1994-03-11,0,1994
451848,1590,0,7437,Ed Tischler,0,1094,1087,15,5537,Anne Commerford,0,1240,1215,8,1,2,1994-03-11,0,1994
451849,1590,0,7437,Ed Tischler,0,1094,1087,15,5853,Ruby Turner,0,945,958,12,2,2,1994-03-11,0,1994
451850,1590,0,7437,Ed Tischler,0,1094,1087,15,7469,Ben Nunez,0,0,703,24,3,2,1994-03-11,0,1994
451851,1590,0,7437,Ed Tischler,0,1094,1087,15,7468,Ralph Jackson,0,822,855,19,9,2,1994-03-11,0,1994
451852,1590,0,7437,Ed Tischler,0,1094,1087,15,3186,Stacia Camp,0,1082,1051,22,11,2,1994-03-11,0,1994
451853,1590,0,7437,Ed Tischler,0,1094,1087,15,6382,Walt Bellcourt,0,0,1004,17,12,2,1994-03-11,0,1994
451854,1590,0,7438,Sylvia Altman,0,969,937,20,7469,Ben Nunez,0,0,703,24,5,2,1994-03-11,0,1994
451855,1590,0,7438,Sylvia Altman,0,969,937,20,3963,Joan Perico,0,892,893,18,6,2,1994-03-11,0,1994
451856,1590,0,7438,Sylvia Altman,0,969,937,20,7469,Ben Nunez,0,0,703,24,10,2,1994-03-11,0,1994
451857,1590,0,7438,Sylvia Altman,0,969,937,20,7468,Ralph Jackson,0,822,855,19,11,2,1994-03-11,0,1994
451858,1590,1,7438,Sylvia Altman,0,969,937,20,7439,Herb Greenberg,0,866,860,21,12,2,1994-03-11,0,1994
451859,1590,0,7439,Herb Greenberg,0,866,860,21,7470,Eva Fisher,0,0,623,25,2,2,1994-03-11,0,1994
451860,1590,0,7439,Herb Greenberg,0,866,860,21,7438,Sylvia Altman,0,969,937,20,4,2,1994-03-11,0,1994
451861,1590,0,7439,Herb Greenberg,0,866,860,21,5853,Ruby Turner,0,945,958,12,5,2,1994-03-11,0,1994
451862,1590,0,7439,Herb Greenberg,0,866,860,21,7470,Eva Fisher,0,0,623,25,6,2,1994-03-11,0,1994
451863,1590,0,5676,Rhoda Squires,0,1642,1591,29,7431,John D Williams,0,1415,1411,31,1,1,1994-03-11,0,1994
451864,1590,0,5676,Rhoda Squires,0,1642,1591,29,620,Steve Sikorski,0,1333,1373,24,4,1,1994-03-11,0,1994
451865,1590,0,5676,Rhoda Squires,0,1642,1591,29,206,Hilda Siegel,0,1402,1383,35,6,1,1994-03-11,0,1994
451866,1590,0,5676,Rhoda Squires,0,1642,1591,29,629,Lois Kahan,0,1370,1411,27,10,1,1994-03-11,0,1994
451867,1590,0,7461,Micheal Erde,0,1505,1614,16,85,Tom Kelly,0,1639,1620,18,1,1,1994-03-11,0,1994
451868,1590,0,7461,Micheal Erde,0,1505,1614,16,629,Lois Kahan,0,1370,1411,27,3,1,1994-03-11,0,1994
451869,1590,0,7461,Micheal Erde,0,1505,1614,16,7002,Mike Martin,0,1662,1603,25,6,1,1994-03-11,0,1994
451870,1590,0,7461,Micheal Erde,0,1505,1614,16,676,Siri Tillekeratne,0,1754,1724,11,8,1,1994-03-11,0,1994
451871,1590,0,7461,Micheal Erde,0,1505,1614,16,1391,Cathy Osickey,0,1748,1728,17,9,1,1994-03-11,0,1994
451872,1590,0,7461,Micheal Erde,0,1505,1614,16,608,Pam Grazette,0,1712,1692,14,10,1,1994-03-11,0,1994
451873,1590,0,7466,Marguarita Nunez,0,0,969,14,3963,Joan Perico,0,892,893,18,1,2,1994-03-11,0,1994
451874,1590,0,7466,Marguarita Nunez,0,0,969,14,4479,Donna Lent,0,769,795,23,5,2,1994-03-11,0,1994
451875,1590,0,7466,Marguarita Nunez,0,0,969,14,661,Dorothy Siegel,0,1120,1079,16,6,2,1994-03-11,0,1994
451876,1590,0,7466,Marguarita Nunez,0,0,969,14,7471,Fred Fisher,0,0,616,26,7,2,1994-03-11,0,1994
451877,1590,0,7466,Marguarita Nunez,0,0,969,14,661,Dorothy Siegel,0,1120,1079,16,10,2,1994-03-11,0,1994
451878,1590,0,7466,Marguarita Nunez,0,0,969,14,3963,Joan Perico,0,892,893,18,11,2,1994-03-11,0,1994
451879,1590,0,7468,Ralph Jackson,0,822,855,19,7471,Fred Fisher,0,0,616,26,4,2,1994-03-11,0,1994
451880,1590,0,7468,Ralph Jackson,0,822,855,19,5537,Anne Commerford,0,1240,1215,8,7,2,1994-03-11,0,1994
451881,1590,0,7468,Ralph Jackson,0,822,855,19,3963,Joan Perico,0,892,893,18,8,2,1994-03-11,0,1994
451882,1590,0,7468,Ralph Jackson,0,822,855,19,7470,Eva Fisher,0,0,623,25,10,2,1994-03-11,0,1994
451883,1590,0,7468,Ralph Jackson,0,822,855,19,7470,Eva Fisher,0,0,623,25,12,2,1994-03-11,0,1994
451884,1590,0,7469,Ben Nunez,0,0,703,24,7471,Fred Fisher,0,0,616,26,8,2,1994-03-11,0,1994
451885,1590,0,7469,Ben Nunez,0,0,703,24,7466,Marguarita Nunez,0,0,969,14,9,2,1994-03-11,0,1994
451886,1590,0,7469,Ben Nunez,0,0,703,24,7471,Fred Fisher,0,0,616,26,12,2,1994-03-11,0,1994
451887,1590,0,7470,Eva Fisher,0,0,623,25,7469,Ben Nunez,0,0,703,24,4,2,1994-03-11,0,1994
451888,1590,0,7470,Eva Fisher,0,0,623,25,7471,Fred Fisher,0,0,616,26,9,2,1994-03-11,0,1994
451889,1590,0,7471,Fred Fisher,0,0,616,26,7439,Herb Greenberg,0,866,860,21,3,2,1994-03-11,0,1994
451890,1590,0,7471,Fred Fisher,0,0,616,26,7469,Ben Nunez,0,0,703,24,11,2,1994-03-11,0,1994
451891,1591,0,2,Jerry Lerman,0,1927,1926,10,7473,Merle Merrick,0,1700,1700,42,2,1,1994-07-07,0,1994
451892,1591,0,2,Jerry Lerman,476,1927,1926,10,1525,Jim Kramer,327,1985,1956,13,3,1,1994-07-07,0,1994
451893,1591,0,2,Jerry Lerman,0,1927,1926,10,2072,Rita Dady,0,1788,1875,9,5,1,1994-07-07,0,1994
451894,1591,0,2,Jerry Lerman,0,1927,1926,10,669,Carol Kaplan,0,1709,1703,45,8,1,1994-07-07,0,1994
451895,1591,0,2,Jerry Lerman,0,1927,1926,10,3039,Norma Fisher,0,1695,1714,39,9,1,1994-07-07,0,1994
451896,1591,0,2,Jerry Lerman,0,1927,1926,10,3429,Craig Atterbury,0,1779,1769,43,11,1,1994-07-07,0,1994
451897,1591,0,2,Jerry Lerman,0,1927,1926,10,303,Roy Dixon,0,1822,1828,26,13,1,1994-07-07,0,1994
451898,1591,0,2,Jerry Lerman,0,1927,1926,10,8217,James Adams,0,1837,1852,18,14,1,1994-07-07,0,1994
451899,1591,0,2,Jerry Lerman,0,1927,1926,10,665,John Hart,0,1722,1770,34,15,1,1994-07-07,0,1994
451900,1591,0,2,Jerry Lerman,0,1927,1926,10,727,Lester Schonbrun,0,1982,1970,7,16,1,1994-07-07,0,1994
451901,1591,0,2,Jerry Lerman,0,1927,1926,10,4076,Robert Felt,0,1935,1922,11,17,1,1994-07-07,0,1994
451902,1591,0,2,Jerry Lerman,0,1927,1926,10,6282,Stan Rubinsky,0,1936,1930,17,20,1,1994-07-07,0,1994
451903,1591,0,3,Rick Wong,0,1862,1848,27,1591,Jason Sommer,0,1703,1708,38,1,1,1994-07-07,0,1994
451904,1591,0,3,Rick Wong,0,1862,1848,27,4076,Robert Felt,0,1935,1922,11,3,1,1994-07-07,0,1994
451905,1591,0,3,Rick Wong,0,1862,1848,27,19720,Richard Moyer,0,1766,1722,46,7,1,1994-07-07,0,1994
451906,1591,0,3,Rick Wong,0,1862,1848,27,608,Pam Grazette,0,1671,1671,44,8,1,1994-07-07,0,1994
451907,1591,0,3,Rick Wong,0,1862,1848,27,241,Jack Eichenbaum,0,1882,1845,30,11,1,1994-07-07,0,1994
451908,1591,0,3,Rick Wong,0,1862,1848,27,353,Gary Moss,0,1687,1644,51,12,1,1994-07-07,0,1994
451909,1591,0,3,Rick Wong,0,1862,1848,27,241,Jack Eichenbaum,0,1882,1845,30,13,1,1994-07-07,0,1994
451910,1591,0,3,Rick Wong,0,1862,1848,27,7474,Richard Belcher,0,1622,1642,48,15,1,1994-07-07,0,1994
451911,1591,0,3,Rick Wong,0,1862,1848,27,429,Patricia Barrett,0,1938,1896,20,16,1,1994-07-07,0,1994
451912,1591,0,3,Rick Wong,0,1862,1848,27,1029,Denver Steele,0,1696,1749,29,17,1,1994-07-07,0,1994
451913,1591,1,3,Rick Wong,0,1862,1848,27,3429,Craig Atterbury,0,1779,1769,43,18,1,1994-07-07,0,1994
451914,1591,0,5,Dennis Kaiser,0,1799,1798,35,8217,James Adams,0,1837,1852,18,1,1,1994-07-07,0,1994
451915,1591,0,5,Dennis Kaiser,0,1799,1798,35,1059,Karen Merrill,0,1761,1686,52,4,1,1994-07-07,0,1994
451916,1591,0,5,Dennis Kaiser,0,1799,1798,35,740,Stan Miranda,0,1729,1700,49,5,1,1994-07-07,0,1994
451917,1591,0,5,Dennis Kaiser,0,1799,1798,35,441,Caesar Jaramillo,0,1730,1695,50,10,1,1994-07-07,0,1994
451918,1591,0,5,Dennis Kaiser,0,1799,1798,35,1591,Jason Sommer,0,1703,1708,38,11,1,1994-07-07,0,1994
451919,1591,0,5,Dennis Kaiser,0,1799,1798,35,2864,Steve Krieger,0,1734,1751,37,12,1,1994-07-07,0,1994
451920,1591,0,5,Dennis Kaiser,0,1799,1798,35,429,Patricia Barrett,0,1938,1896,20,13,1,1994-07-07,0,1994
451921,1591,0,5,Dennis Kaiser,0,1799,1798,35,3039,Norma Fisher,0,1695,1714,39,17,1,1994-07-07,0,1994
451922,1591,0,5,Dennis Kaiser,0,1799,1798,35,7474,Richard Belcher,0,1622,1642,48,18,1,1994-07-07,0,1994
451923,1591,0,5,Dennis Kaiser,0,1799,1798,35,1055,Jean Carol,0,1894,1838,40,19,1,1994-07-07,0,1994
451924,1591,0,32,Larry Sherman,0,1778,1833,15,2,Jerry Lerman,0,1927,1926,10,1,1,1994-07-07,0,1994
451925,1591,0,32,Larry Sherman,0,1778,1833,15,241,Jack Eichenbaum,0,1882,1845,30,5,1,1994-07-07,0,1994
451926,1591,0,32,Larry Sherman,0,1778,1833,15,740,Stan Miranda,0,1729,1700,49,7,1,1994-07-07,0,1994
451927,1591,0,32,Larry Sherman,0,1778,1833,15,2404,Kathleen Watson,0,1746,1709,47,8,1,1994-07-07,0,1994
451928,1591,0,32,Larry Sherman,0,1778,1833,15,608,Pam Grazette,0,1671,1671,44,10,1,1994-07-07,0,1994
451929,1591,0,32,Larry Sherman,0,1778,1833,15,2072,Rita Dady,0,1788,1875,9,11,1,1994-07-07,0,1994
451930,1591,0,32,Larry Sherman,0,1778,1833,15,689,Ellis Wyer,0,1660,1743,23,12,1,1994-07-07,0,1994
451931,1591,0,32,Larry Sherman,0,1778,1833,15,1056,Gail Wolford,0,1846,1852,22,13,1,1994-07-07,0,1994
451932,1591,0,32,Larry Sherman,0,1778,1833,15,662,Jim Geary,0,1961,1965,5,14,1,1994-07-07,0,1994
451933,1591,0,32,Larry Sherman,0,1778,1833,15,1029,Denver Steele,0,1696,1749,29,15,1,1994-07-07,0,1994
451934,1591,0,32,Larry Sherman,0,1778,1833,15,6282,Stan Rubinsky,0,1936,1930,17,17,1,1994-07-07,0,1994
451935,1591,0,32,Larry Sherman,0,1778,1833,15,52,Sam Kantimathi,0,1917,1909,16,20,1,1994-07-07,0,1994
451936,1591,0,52,Sam Kantimathi,0,1917,1909,16,1059,Karen Merrill,0,1761,1686,52,2,1,1994-07-07,0,1994
451937,1591,0,52,Sam Kantimathi,0,1917,1909,16,303,Roy Dixon,0,1822,1828,26,3,1,1994-07-07,0,1994
451938,1591,0,52,Sam Kantimathi,0,1917,1909,16,1029,Denver Steele,0,1696,1749,29,4,1,1994-07-07,0,1994
451939,1591,0,52,Sam Kantimathi,0,1917,1909,16,1591,Jason Sommer,0,1703,1708,38,5,1,1994-07-07,0,1994
